year,state,w_county,w_county_name,h_county,h_county_name,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03
2019,IL,17115,"Macon County, Illinois",17073,"Henry County, Illinois",48,6,29,13,11,18,19,15,19,14
2019,IL,17115,"Macon County, Illinois",17075,"Iroquois County, Illinois",68,19,34,15,14,25,29,16,28,24
2019,IL,17115,"Macon County, Illinois",17077,"Jackson County, Illinois",66,20,30,16,16,26,24,3,37,26
2019,IL,17115,"Macon County, Illinois",17079,"Jasper County, Illinois",22,4,13,5,7,7,8,4,14,4
2019,IL,17115,"Macon County, Illinois",17081,"Jefferson County, Illinois",38,10,18,10,4,14,20,5,21,12
2019,IL,17115,"Macon County, Illinois",17083,"Jersey County, Illinois",30,8,17,5,8,6,16,2,11,17
2019,IL,17115,"Macon County, Illinois",17085,"Jo Daviess County, Illinois",23,4,12,7,6,8,9,9,9,5
2019,IL,17115,"Macon County, Illinois",17087,"Johnson County, Illinois",14,3,7,4,7,2,5,1,5,8
2019,IL,17115,"Macon County, Illinois",17089,"Kane County, Illinois",184,38,93,53,38,41,105,44,62,78
2019,IL,17115,"Macon County, Illinois",17091,"Kankakee County, Illinois",113,37,57,19,42,39,32,14,39,60
2019,IL,17115,"Macon County, Illinois",17093,"Kendall County, Illinois",42,9,20,13,7,8,27,15,15,12
2019,IL,17115,"Macon County, Illinois",17095,"Knox County, Illinois",109,29,49,31,17,32,60,36,48,25
2019,IL,17115,"Macon County, Illinois",17097,"Lake County, Illinois",137,40,65,32,37,26,74,35,34,68
2019,IL,17115,"Macon County, Illinois",17099,"LaSalle County, Illinois",219,64,112,43,41,54,124,62,91,66
2019,IL,17115,"Macon County, Illinois",17101,"Lawrence County, Illinois",30,9,16,5,9,9,12,4,17,9
2019,IL,17115,"Macon County, Illinois",17103,"Lee County, Illinois",8,2,4,2,3,1,4,3,2,3
2019,IL,17115,"Macon County, Illinois",17105,"Livingston County, Illinois",112,38,54,20,21,37,54,20,55,37
2019,IL,17115,"Macon County, Illinois",17107,"Logan County, Illinois",576,125,308,143,132,187,257,162,149,265
2019,IL,17115,"Macon County, Illinois",17109,"McDonough County, Illinois",49,12,25,12,11,13,25,19,15,15
2019,IL,17115,"Macon County, Illinois",17111,"McHenry County, Illinois",129,20,69,40,24,17,88,43,32,54
2019,IL,17115,"Macon County, Illinois",17113,"McLean County, Illinois",738,197,412,129,148,229,361,174,223,341
2019,IL,17115,"Macon County, Illinois",17115,"Macon County, Illinois",27614,5502,14411,7701,6796,8498,12320,7544,3808,16262
2019,IL,17115,"Macon County, Illinois",17117,"Macoupin County, Illinois",142,30,72,40,41,39,62,16,73,53
2019,IL,17115,"Macon County, Illinois",17119,"Madison County, Illinois",290,94,128,68,90,85,115,32,125,133
2019,IL,17115,"Macon County, Illinois",17121,"Marion County, Illinois",50,16,19,15,19,14,17,4,33,13
2019,IL,17115,"Macon County, Illinois",17123,"Marshall County, Illinois",17,2,10,5,2,6,9,8,6,3
2019,IL,17115,"Macon County, Illinois",17125,"Mason County, Illinois",64,14,35,15,9,15,40,30,27,7
2019,IL,17115,"Macon County, Illinois",17127,"Massac County, Illinois",17,5,11,1,6,5,6,4,8,5
2019,IL,17115,"Macon County, Illinois",17129,"Menard County, Illinois",118,38,56,24,25,41,52,18,38,62
2019,IL,17115,"Macon County, Illinois",17131,"Mercer County, Illinois",18,2,11,5,2,7,9,6,7,5
2019,IL,17115,"Macon County, Illinois",17133,"Monroe County, Illinois",35,13,13,9,10,14,11,5,12,18
2019,IL,17115,"Macon County, Illinois",17135,"Montgomery County, Illinois",192,39,111,42,30,62,100,68,43,81
2019,IL,17115,"Macon County, Illinois",17137,"Morgan County, Illinois",107,28,50,29,42,30,35,8,47,52
2019,IL,17115,"Macon County, Illinois",17139,"Moultrie County, Illinois",963,187,538,238,139,247,577,383,126,454
2019,IL,17115,"Macon County, Illinois",17141,"Ogle County, Illinois",17,5,5,7,3,6,8,1,8,8
2019,IL,17115,"Macon County, Illinois",17143,"Peoria County, Illinois",695,151,377,167,124,180,391,295,199,201
2019,IL,17115,"Macon County, Illinois",17145,"Perry County, Illinois",20,6,11,3,5,8,7,0,11,9
2019,IL,17115,"Macon County, Illinois",17147,"Piatt County, Illinois",885,147,511,227,114,232,539,315,155,415
2019,IL,17115,"Macon County, Illinois",17149,"Pike County, Illinois",61,10,36,15,9,13,39,40,12,9
2019,IL,17115,"Macon County, Illinois",17151,"Pope County, Illinois",3,1,2,0,1,1,1,0,2,1
2019,IL,17115,"Macon County, Illinois",17153,"Pulaski County, Illinois",12,4,5,3,4,3,5,0,6,6
2019,IL,17115,"Macon County, Illinois",17155,"Putnam County, Illinois",10,4,4,2,2,3,5,4,3,3
2019,IL,17115,"Macon County, Illinois",17157,"Randolph County, Illinois",35,10,17,8,14,7,14,6,14,15
2019,IL,17115,"Macon County, Illinois",17159,"Richland County, Illinois",34,10,18,6,8,14,12,4,15,15
2019,IL,17115,"Macon County, Illinois",17161,"Rock Island County, Illinois",133,35,65,33,43,43,47,36,63,34
2019,IL,17115,"Macon County, Illinois",17163,"St. Clair County, Illinois",264,86,112,66,91,82,91,16,118,130
2019,IL,17115,"Macon County, Illinois",17165,"Saline County, Illinois",29,10,8,11,6,11,12,3,16,10
2019,IL,17115,"Macon County, Illinois",17167,"Sangamon County, Illinois",1969,527,1048,394,488,573,908,437,595,937
2019,IL,17115,"Macon County, Illinois",17169,"Schuyler County, Illinois",33,3,18,12,6,8,19,16,12,5
2019,IL,17115,"Macon County, Illinois",17171,"Scott County, Illinois",13,2,9,2,2,5,6,2,6,5
2019,IL,17115,"Macon County, Illinois",17173,"Shelby County, Illinois",1078,227,565,286,192,288,598,412,149,517
2019,IL,17115,"Macon County, Illinois",17175,"Stark County, Illinois",12,4,5,3,0,6,6,6,2,4
2019,IL,17115,"Macon County, Illinois",17177,"Stephenson County, Illinois",9,3,4,2,2,3,4,3,4,2
2019,IL,17115,"Macon County, Illinois",17179,"Tazewell County, Illinois",590,136,323,131,98,146,346,278,176,136
2019,IL,17115,"Macon County, Illinois",17181,"Union County, Illinois",20,5,11,4,9,6,5,3,7,10
2019,IL,17115,"Macon County, Illinois",17183,"Vermilion County, Illinois",220,49,106,65,55,63,102,46,92,82
2019,IL,17115,"Macon County, Illinois",17185,"Wabash County, Illinois",11,3,4,4,3,2,6,2,5,4
2019,IL,17115,"Macon County, Illinois",17187,"Warren County, Illinois",20,4,12,4,1,8,11,6,11,3
2019,IL,17115,"Macon County, Illinois",17189,"Washington County, Illinois",14,5,6,3,6,5,3,0,8,6
2019,IL,17115,"Macon County, Illinois",17191,"Wayne County, Illinois",27,7,13,7,6,8,13,4,13,10
2019,IL,17115,"Macon County, Illinois",17193,"White County, Illinois",21,5,13,3,3,8,10,2,14,5
2019,IL,17115,"Macon County, Illinois",17195,"Whiteside County, Illinois",47,4,25,18,7,8,32,16,20,11
2019,IL,17115,"Macon County, Illinois",17197,"Will County, Illinois",293,89,139,65,69,77,147,77,105,111
2019,IL,17115,"Macon County, Illinois",17199,"Williamson County, Illinois",77,22,39,16,20,26,31,10,41,26
2019,IL,17115,"Macon County, Illinois",17201,"Winnebago County, Illinois",106,26,46,34,25,29,52,19,46,41
2019,IL,17115,"Macon County, Illinois",17203,"Woodford County, Illinois",145,33,79,33,20,28,97,71,35,39
2019,IL,17117,"Macoupin County, Illinois",17001,"Adams County, Illinois",49,5,31,13,12,18,19,14,13,22
2019,IL,17117,"Macoupin County, Illinois",17005,"Bond County, Illinois",82,16,46,20,23,29,30,8,23,51
2019,IL,17117,"Macoupin County, Illinois",17007,"Boone County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17117,"Macoupin County, Illinois",17009,"Brown County, Illinois",5,0,3,2,3,2,0,0,1,4
2019,IL,17117,"Macoupin County, Illinois",17011,"Bureau County, Illinois",2,1,0,1,0,1,1,0,0,2
2019,IL,17117,"Macoupin County, Illinois",17013,"Calhoun County, Illinois",19,2,11,6,0,7,12,5,5,9
2019,IL,17117,"Macoupin County, Illinois",17015,"Carroll County, Illinois",5,3,2,0,2,1,2,1,1,3
2019,IL,17117,"Macoupin County, Illinois",17017,"Cass County, Illinois",33,10,12,11,7,12,14,3,8,22
2019,IL,17117,"Macoupin County, Illinois",17019,"Champaign County, Illinois",19,7,10,2,6,8,5,3,9,7
2019,IL,17117,"Macoupin County, Illinois",17021,"Christian County, Illinois",81,15,36,30,21,18,42,24,34,23
2019,IL,17117,"Macoupin County, Illinois",17023,"Clark County, Illinois",6,3,2,1,2,2,2,2,4,0
2019,IL,17117,"Macoupin County, Illinois",17025,"Clay County, Illinois",7,1,4,2,3,2,2,0,6,1
2019,IL,17117,"Macoupin County, Illinois",17027,"Clinton County, Illinois",27,8,14,5,6,10,11,2,10,15
2019,IL,17117,"Macoupin County, Illinois",17029,"Coles County, Illinois",41,12,19,10,16,17,8,2,13,26
2019,IL,17117,"Macoupin County, Illinois",17031,"Cook County, Illinois",41,14,19,8,10,12,19,15,6,20
2019,IL,17117,"Macoupin County, Illinois",17033,"Crawford County, Illinois",14,1,9,4,5,7,2,1,11,2
2019,IL,17117,"Macoupin County, Illinois",17035,"Cumberland County, Illinois",12,4,5,3,6,4,2,0,4,8
2019,IL,17117,"Macoupin County, Illinois",17037,"DeKalb County, Illinois",2,0,1,1,1,1,0,1,0,1
2019,IL,17117,"Macoupin County, Illinois",17039,"De Witt County, Illinois",18,7,7,4,7,4,7,2,7,9
2019,IL,17117,"Macoupin County, Illinois",17041,"Douglas County, Illinois",20,6,13,1,8,9,3,2,4,14
2019,IL,17117,"Macoupin County, Illinois",17043,"DuPage County, Illinois",51,19,26,6,3,1,47,46,1,4
2019,IL,17117,"Macoupin County, Illinois",17045,"Edgar County, Illinois",10,5,2,3,5,4,1,0,1,9
2019,IL,17117,"Macoupin County, Illinois",17047,"Edwards County, Illinois",2,2,0,0,1,1,0,0,1,1
2019,IL,17117,"Macoupin County, Illinois",17049,"Effingham County, Illinois",59,9,31,19,23,14,22,5,37,17
2019,IL,17117,"Macoupin County, Illinois",17051,"Fayette County, Illinois",56,15,27,14,21,19,16,7,26,23
2019,IL,17117,"Macoupin County, Illinois",17053,"Ford County, Illinois",2,1,1,0,1,1,0,0,2,0
2019,IL,17117,"Macoupin County, Illinois",17055,"Franklin County, Illinois",9,1,6,2,2,2,5,4,3,2
2019,IL,17117,"Macoupin County, Illinois",17057,"Fulton County, Illinois",4,1,3,0,0,2,2,0,2,2
2019,IL,17117,"Macoupin County, Illinois",17059,"Gallatin County, Illinois",6,1,3,2,3,2,1,1,4,1
2019,IL,17117,"Macoupin County, Illinois",17061,"Greene County, Illinois",190,33,110,47,49,71,70,19,46,125
2019,IL,17117,"Macoupin County, Illinois",17063,"Grundy County, Illinois",2,0,1,1,0,0,2,1,0,1
2019,IL,17117,"Macoupin County, Illinois",17065,"Hamilton County, Illinois",3,2,1,0,0,2,1,0,3,0
2019,IL,17117,"Macoupin County, Illinois",17067,"Hancock County, Illinois",4,0,2,2,0,2,2,1,2,1
2019,IL,17117,"Macoupin County, Illinois",17069,"Hardin County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17117,"Macoupin County, Illinois",17073,"Henry County, Illinois",11,3,4,4,4,4,3,0,6,5
2019,IL,17117,"Macoupin County, Illinois",17075,"Iroquois County, Illinois",4,1,2,1,1,1,2,0,2,2
2019,IL,17117,"Macoupin County, Illinois",17077,"Jackson County, Illinois",12,5,3,4,5,4,3,2,6,4
2019,IL,17117,"Macoupin County, Illinois",17079,"Jasper County, Illinois",10,0,6,4,5,4,1,1,5,4
2019,IL,17117,"Macoupin County, Illinois",17081,"Jefferson County, Illinois",29,7,12,10,12,10,7,3,10,16
2019,IL,17117,"Macoupin County, Illinois",17083,"Jersey County, Illinois",304,65,149,90,104,113,87,32,76,196
2019,IL,17117,"Macoupin County, Illinois",17085,"Jo Daviess County, Illinois",3,1,1,1,0,2,1,0,2,1
2019,IL,17117,"Macoupin County, Illinois",17087,"Johnson County, Illinois",1,0,0,1,1,0,0,0,0,1
2019,IL,17117,"Macoupin County, Illinois",17089,"Kane County, Illinois",18,5,13,0,2,1,15,15,0,3
2019,IL,17117,"Macoupin County, Illinois",17091,"Kankakee County, Illinois",6,2,4,0,1,4,1,0,3,3
2019,IL,17117,"Macoupin County, Illinois",17095,"Knox County, Illinois",3,1,2,0,0,2,1,0,2,1
2019,IL,17117,"Macoupin County, Illinois",17099,"LaSalle County, Illinois",12,1,6,5,2,7,3,1,6,5
2019,IL,17117,"Macoupin County, Illinois",17101,"Lawrence County, Illinois",7,2,3,2,1,5,1,0,5,2
2019,IL,17117,"Macoupin County, Illinois",17105,"Livingston County, Illinois",8,2,5,1,2,0,6,0,4,4
2019,IL,17117,"Macoupin County, Illinois",17107,"Logan County, Illinois",36,10,18,8,8,13,15,5,5,26
2019,IL,17117,"Macoupin County, Illinois",17109,"McDonough County, Illinois",6,2,1,3,1,4,1,2,1,3
2019,IL,17117,"Macoupin County, Illinois",17111,"McHenry County, Illinois",13,1,12,0,1,1,11,11,1,1
2019,IL,17117,"Macoupin County, Illinois",17113,"McLean County, Illinois",21,5,11,5,1,11,9,6,4,11
2019,IL,17117,"Macoupin County, Illinois",17115,"Macon County, Illinois",47,16,17,14,14,14,19,9,16,22
2019,IL,17117,"Macoupin County, Illinois",17117,"Macoupin County, Illinois",5546,1017,2816,1713,1753,2012,1781,843,1248,3455
2019,IL,17117,"Macoupin County, Illinois",17119,"Madison County, Illinois",995,218,514,263,301,294,400,140,230,625
2019,IL,17117,"Macoupin County, Illinois",17121,"Marion County, Illinois",37,10,15,12,13,15,9,3,16,18
2019,IL,17117,"Macoupin County, Illinois",17123,"Marshall County, Illinois",4,3,0,1,2,2,0,1,3,0
2019,IL,17117,"Macoupin County, Illinois",17125,"Mason County, Illinois",16,3,7,6,7,4,5,2,7,7
2019,IL,17117,"Macoupin County, Illinois",17127,"Massac County, Illinois",2,1,0,1,2,0,0,0,0,2
2019,IL,17117,"Macoupin County, Illinois",17129,"Menard County, Illinois",39,11,18,10,11,15,13,7,13,19
2019,IL,17117,"Macoupin County, Illinois",17131,"Mercer County, Illinois",3,1,1,1,0,2,1,0,2,1
2019,IL,17117,"Macoupin County, Illinois",17133,"Monroe County, Illinois",18,6,8,4,5,7,6,3,5,10
2019,IL,17117,"Macoupin County, Illinois",17135,"Montgomery County, Illinois",599,137,299,163,112,239,248,127,173,299
2019,IL,17117,"Macoupin County, Illinois",17137,"Morgan County, Illinois",152,37,71,44,45,50,57,11,41,100
2019,IL,17117,"Macoupin County, Illinois",17139,"Moultrie County, Illinois",18,4,10,4,7,6,5,1,10,7
2019,IL,17117,"Macoupin County, Illinois",17143,"Peoria County, Illinois",26,8,9,9,7,10,9,4,14,8
2019,IL,17117,"Macoupin County, Illinois",17145,"Perry County, Illinois",6,1,3,2,2,1,3,3,2,1
2019,IL,17117,"Macoupin County, Illinois",17147,"Piatt County, Illinois",19,7,8,4,9,2,8,1,11,7
2019,IL,17117,"Macoupin County, Illinois",17149,"Pike County, Illinois",17,6,7,4,5,8,4,4,4,9
2019,IL,17117,"Macoupin County, Illinois",17153,"Pulaski County, Illinois",1,0,0,1,0,0,1,0,1,0
2019,IL,17117,"Macoupin County, Illinois",17155,"Putnam County, Illinois",1,1,0,0,1,0,0,0,0,1
2019,IL,17117,"Macoupin County, Illinois",17157,"Randolph County, Illinois",27,9,11,7,12,7,8,2,13,12
2019,IL,17117,"Macoupin County, Illinois",17159,"Richland County, Illinois",13,4,5,4,2,6,5,3,10,0
2019,IL,17117,"Macoupin County, Illinois",17161,"Rock Island County, Illinois",41,7,18,16,8,23,10,4,22,15
2019,IL,17117,"Macoupin County, Illinois",17163,"St. Clair County, Illinois",115,24,50,41,32,43,40,12,49,54
2019,IL,17117,"Macoupin County, Illinois",17165,"Saline County, Illinois",9,4,2,3,3,4,2,2,4,3
2019,IL,17117,"Macoupin County, Illinois",17167,"Sangamon County, Illinois",471,103,248,120,137,142,192,51,123,297
2019,IL,17117,"Macoupin County, Illinois",17169,"Schuyler County, Illinois",6,1,2,3,3,3,0,0,1,5
2019,IL,17117,"Macoupin County, Illinois",17171,"Scott County, Illinois",17,5,7,5,7,5,5,0,8,9
2019,IL,17117,"Macoupin County, Illinois",17173,"Shelby County, Illinois",36,9,17,10,8,15,13,1,23,12
2019,IL,17117,"Macoupin County, Illinois",17177,"Stephenson County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17117,"Macoupin County, Illinois",17179,"Tazewell County, Illinois",26,6,14,6,5,10,11,6,8,12
2019,IL,17117,"Macoupin County, Illinois",17181,"Union County, Illinois",6,3,2,1,4,2,0,1,1,4
2019,IL,17117,"Macoupin County, Illinois",17183,"Vermilion County, Illinois",15,4,7,4,5,8,2,1,6,8
2019,IL,17117,"Macoupin County, Illinois",17185,"Wabash County, Illinois",2,0,1,1,0,2,0,0,1,1
2019,IL,17117,"Macoupin County, Illinois",17187,"Warren County, Illinois",4,0,2,2,0,3,1,1,2,1
2019,IL,17117,"Macoupin County, Illinois",17189,"Washington County, Illinois",12,7,4,1,7,4,1,0,7,5
2019,IL,17117,"Macoupin County, Illinois",17191,"Wayne County, Illinois",9,1,5,3,5,2,2,3,5,1
2019,IL,17117,"Macoupin County, Illinois",17193,"White County, Illinois",2,0,1,1,1,1,0,0,1,1
2019,IL,17117,"Macoupin County, Illinois",17195,"Whiteside County, Illinois",13,1,4,8,2,7,4,0,10,3
2019,IL,17117,"Macoupin County, Illinois",17197,"Will County, Illinois",40,14,18,8,11,7,22,19,4,17
2019,IL,17117,"Macoupin County, Illinois",17199,"Williamson County, Illinois",16,5,8,3,5,6,5,3,7,6
2019,IL,17117,"Macoupin County, Illinois",17201,"Winnebago County, Illinois",4,2,1,1,2,0,2,0,2,2
2019,IL,17117,"Macoupin County, Illinois",17203,"Woodford County, Illinois",3,0,2,1,0,1,2,2,0,1
2019,IL,17119,"Madison County, Illinois",17001,"Adams County, Illinois",278,84,131,63,112,89,77,13,101,164
2019,IL,17119,"Madison County, Illinois",17003,"Alexander County, Illinois",23,7,9,7,9,9,5,3,8,12
2019,IL,17119,"Madison County, Illinois",17005,"Bond County, Illinois",1058,229,551,278,258,357,443,278,228,552
2019,IL,17119,"Madison County, Illinois",17007,"Boone County, Illinois",11,5,4,2,5,3,3,1,4,6
2019,IL,17119,"Madison County, Illinois",17009,"Brown County, Illinois",29,11,13,5,8,18,3,2,9,18
2019,IL,17119,"Madison County, Illinois",17011,"Bureau County, Illinois",62,16,34,12,25,23,14,1,19,42
2019,IL,17119,"Madison County, Illinois",17013,"Calhoun County, Illinois",272,51,160,61,26,64,182,116,48,108
2019,IL,17119,"Madison County, Illinois",17015,"Carroll County, Illinois",16,6,5,5,4,6,6,1,8,7
2019,IL,17119,"Madison County, Illinois",17017,"Cass County, Illinois",98,33,40,25,42,35,21,11,33,54
2019,IL,17119,"Madison County, Illinois",17019,"Champaign County, Illinois",412,125,218,69,179,132,101,29,119,264
2019,IL,17119,"Madison County, Illinois",17021,"Christian County, Illinois",177,54,83,40,68,55,54,16,59,102
2019,IL,17119,"Madison County, Illinois",17023,"Clark County, Illinois",117,44,49,24,45,44,28,4,37,76
2019,IL,17119,"Madison County, Illinois",17025,"Clay County, Illinois",76,28,34,14,26,35,15,3,25,48
2019,IL,17119,"Madison County, Illinois",17027,"Clinton County, Illinois",1747,381,961,405,351,513,883,475,382,890
2019,IL,17119,"Madison County, Illinois",17029,"Coles County, Illinois",270,80,145,45,125,91,54,11,81,178
2019,IL,17119,"Madison County, Illinois",17031,"Cook County, Illinois",1171,302,610,259,383,300,488,55,538,578
2019,IL,17119,"Madison County, Illinois",17033,"Crawford County, Illinois",118,40,50,28,51,47,20,6,37,75
2019,IL,17119,"Madison County, Illinois",17035,"Cumberland County, Illinois",52,22,21,9,29,12,11,4,10,38
2019,IL,17119,"Madison County, Illinois",17037,"DeKalb County, Illinois",24,5,12,7,6,10,8,0,15,9
2019,IL,17119,"Madison County, Illinois",17039,"De Witt County, Illinois",76,25,29,22,27,29,20,6,28,42
2019,IL,17119,"Madison County, Illinois",17041,"Douglas County, Illinois",114,46,49,19,63,33,18,4,29,81
2019,IL,17119,"Madison County, Illinois",17043,"DuPage County, Illinois",268,71,130,67,56,85,127,39,121,108
2019,IL,17119,"Madison County, Illinois",17045,"Edgar County, Illinois",78,34,30,14,42,26,10,0,15,63
2019,IL,17119,"Madison County, Illinois",17047,"Edwards County, Illinois",25,6,15,4,7,9,9,2,8,15
2019,IL,17119,"Madison County, Illinois",17049,"Effingham County, Illinois",545,167,257,121,201,176,168,48,206,291
2019,IL,17119,"Madison County, Illinois",17051,"Fayette County, Illinois",485,130,276,79,154,202,129,69,142,274
2019,IL,17119,"Madison County, Illinois",17053,"Ford County, Illinois",25,7,12,6,10,8,7,2,10,13
2019,IL,17119,"Madison County, Illinois",17055,"Franklin County, Illinois",238,80,114,44,69,93,76,33,97,108
2019,IL,17119,"Madison County, Illinois",17057,"Fulton County, Illinois",32,5,15,12,11,11,10,3,13,16
2019,IL,17119,"Madison County, Illinois",17059,"Gallatin County, Illinois",17,6,6,5,7,4,6,1,8,8
2019,IL,17119,"Madison County, Illinois",17061,"Greene County, Illinois",556,123,287,146,111,180,265,153,140,263
2019,IL,17119,"Madison County, Illinois",17063,"Grundy County, Illinois",45,9,28,8,25,3,17,3,22,20
2019,IL,17119,"Madison County, Illinois",17065,"Hamilton County, Illinois",30,11,10,9,10,16,4,3,13,14
2019,IL,17119,"Madison County, Illinois",17067,"Hancock County, Illinois",16,2,10,4,6,5,5,1,5,10
2019,IL,17119,"Madison County, Illinois",17069,"Hardin County, Illinois",12,6,4,2,5,6,1,0,5,7
2019,IL,17119,"Madison County, Illinois",17071,"Henderson County, Illinois",9,0,5,4,4,2,3,0,1,8
2019,IL,17119,"Madison County, Illinois",17073,"Henry County, Illinois",45,11,18,16,18,11,16,5,17,23
2019,IL,17119,"Madison County, Illinois",17075,"Iroquois County, Illinois",60,15,34,11,23,19,18,3,22,35
2019,IL,17119,"Madison County, Illinois",17077,"Jackson County, Illinois",354,111,183,60,105,140,109,51,149,154
2019,IL,17119,"Madison County, Illinois",17079,"Jasper County, Illinois",69,28,28,13,29,27,13,1,18,50
2019,IL,17119,"Madison County, Illinois",17081,"Jefferson County, Illinois",622,204,296,122,235,242,145,69,191,362
2019,IL,17119,"Madison County, Illinois",17083,"Jersey County, Illinois",2932,643,1545,744,566,885,1481,752,614,1566
2019,IL,17119,"Madison County, Illinois",17085,"Jo Daviess County, Illinois",9,2,4,3,2,3,4,1,3,5
2019,IL,17119,"Madison County, Illinois",17087,"Johnson County, Illinois",43,12,24,7,11,18,14,6,14,23
2019,IL,17119,"Madison County, Illinois",17089,"Kane County, Illinois",231,58,129,44,62,71,98,14,84,133
2019,IL,17119,"Madison County, Illinois",17091,"Kankakee County, Illinois",256,78,126,52,127,68,61,16,67,173
2019,IL,17119,"Madison County, Illinois",17093,"Kendall County, Illinois",60,11,30,19,14,14,32,2,30,28
2019,IL,17119,"Madison County, Illinois",17095,"Knox County, Illinois",118,33,65,20,45,31,42,5,40,73
2019,IL,17119,"Madison County, Illinois",17097,"Lake County, Illinois",216,53,92,71,50,87,79,1,27,188
2019,IL,17119,"Madison County, Illinois",17099,"LaSalle County, Illinois",220,69,118,33,97,56,67,17,58,145
2019,IL,17119,"Madison County, Illinois",17101,"Lawrence County, Illinois",111,41,54,16,38,54,19,4,27,80
2019,IL,17119,"Madison County, Illinois",17103,"Lee County, Illinois",9,5,2,2,5,2,2,2,4,3
2019,IL,17119,"Madison County, Illinois",17105,"Livingston County, Illinois",91,29,45,17,42,25,24,6,27,58
2019,IL,17119,"Madison County, Illinois",17107,"Logan County, Illinois",105,33,58,14,30,38,37,10,38,57
2019,IL,17119,"Madison County, Illinois",17109,"McDonough County, Illinois",30,9,15,6,7,10,13,5,13,12
2019,IL,17119,"Madison County, Illinois",17111,"McHenry County, Illinois",141,20,76,45,30,53,58,10,58,73
2019,IL,17119,"Madison County, Illinois",17113,"McLean County, Illinois",300,85,136,79,104,94,102,23,105,172
2019,IL,17119,"Madison County, Illinois",17115,"Macon County, Illinois",459,140,230,89,157,176,126,60,137,262
2019,IL,17119,"Madison County, Illinois",17117,"Macoupin County, Illinois",4100,968,2170,962,853,1321,1926,1062,1011,2027
2019,IL,17119,"Madison County, Illinois",17119,"Madison County, Illinois",55103,13291,27711,14101,15440,17936,21727,8457,11132,35514
2019,IL,17119,"Madison County, Illinois",17121,"Marion County, Illinois",878,329,388,161,321,360,197,67,285,526
2019,IL,17119,"Madison County, Illinois",17123,"Marshall County, Illinois",20,6,11,3,9,6,5,1,8,11
2019,IL,17119,"Madison County, Illinois",17125,"Mason County, Illinois",52,16,28,8,19,20,13,4,18,30
2019,IL,17119,"Madison County, Illinois",17127,"Massac County, Illinois",40,16,14,10,18,14,8,5,14,21
2019,IL,17119,"Madison County, Illinois",17129,"Menard County, Illinois",45,17,17,11,16,21,8,1,11,33
2019,IL,17119,"Madison County, Illinois",17131,"Mercer County, Illinois",13,4,5,4,5,4,4,1,6,6
2019,IL,17119,"Madison County, Illinois",17133,"Monroe County, Illinois",929,237,459,233,244,235,450,166,265,498
2019,IL,17119,"Madison County, Illinois",17135,"Montgomery County, Illinois",738,217,387,134,218,239,281,149,175,414
2019,IL,17119,"Madison County, Illinois",17137,"Morgan County, Illinois",501,137,250,114,180,199,122,33,152,316
2019,IL,17119,"Madison County, Illinois",17139,"Moultrie County, Illinois",68,18,29,21,22,25,21,9,17,42
2019,IL,17119,"Madison County, Illinois",17141,"Ogle County, Illinois",8,1,4,3,0,6,2,1,4,3
2019,IL,17119,"Madison County, Illinois",17143,"Peoria County, Illinois",298,97,133,68,128,92,78,24,107,167
2019,IL,17119,"Madison County, Illinois",17145,"Perry County, Illinois",118,45,54,19,42,37,39,13,45,60
2019,IL,17119,"Madison County, Illinois",17147,"Piatt County, Illinois",70,21,35,14,28,23,19,7,23,40
2019,IL,17119,"Madison County, Illinois",17149,"Pike County, Illinois",57,23,25,9,26,18,13,3,18,36
2019,IL,17119,"Madison County, Illinois",17151,"Pope County, Illinois",11,3,7,1,2,7,2,3,3,5
2019,IL,17119,"Madison County, Illinois",17153,"Pulaski County, Illinois",29,6,17,6,9,11,9,4,8,17
2019,IL,17119,"Madison County, Illinois",17155,"Putnam County, Illinois",15,2,9,4,2,5,8,1,5,9
2019,IL,17119,"Madison County, Illinois",17157,"Randolph County, Illinois",517,143,239,135,140,184,193,105,196,216
2019,IL,17119,"Madison County, Illinois",17159,"Richland County, Illinois",102,31,44,27,49,39,14,4,34,64
2019,IL,17119,"Madison County, Illinois",17161,"Rock Island County, Illinois",142,37,70,35,57,40,45,14,55,73
2019,IL,17119,"Madison County, Illinois",17163,"St. Clair County, Illinois",12433,3308,6521,2604,3493,4562,4378,1829,3735,6869
2019,IL,17119,"Madison County, Illinois",17165,"Saline County, Illinois",82,24,38,20,29,29,24,7,35,40
2019,IL,17119,"Madison County, Illinois",17167,"Sangamon County, Illinois",906,289,434,183,317,323,266,47,342,517
2019,IL,17119,"Madison County, Illinois",17169,"Schuyler County, Illinois",28,9,9,10,10,12,6,0,4,24
2019,IL,17119,"Madison County, Illinois",17171,"Scott County, Illinois",67,17,30,20,16,33,18,16,20,31
2019,IL,17119,"Madison County, Illinois",17173,"Shelby County, Illinois",99,32,42,25,28,43,28,1,33,65
2019,IL,17119,"Madison County, Illinois",17175,"Stark County, Illinois",7,1,5,1,2,3,2,0,3,4
2019,IL,17119,"Madison County, Illinois",17177,"Stephenson County, Illinois",14,4,7,3,2,6,6,1,9,4
